Age,Gender,Weight,Height,BMI,Goal,Calories Burned,Workout Time (min),Workout Recommendation
56,Other,70.3,172.7,23.6,Maintain Weight,7.56,51,Light Weight Training
27,Other,62.0,174.2,20.4,Build Muscles,23.77,216,Chin-ups
33,Female,62.4,169.4,21.7,Maintain Weight,8.58,64,Cycling
48,Male,52.7,179.5,16.4,Gain Weight,7.18,40,Squats
49,Male,66.1,184.4,19.4,Maintain Weight,4.71,18,Elliptical
56,Other,62.0,161.1,23.9,Build Muscles,18.07,159,Push Press
33,Male,68.0,178.0,21.5,Maintain Weight,12.65,77,Bodyweight Exercises
53,Male,60.4,181.1,18.4,Gain Weight,11.31,69,Hammer Curls
32,Female,67.5,167.9,24.0,Maintain Weight,8.46,61,Stretching
43,Male,58.3,166.0,21.1,Build Muscles,19.51,131,Push Press
16,Male,51.7,155.2,21.5,Maintain Weight,9.14,55,Pilates
51,Female,59.6,156.7,24.3,Maintain Weight,12.89,108,Walking
39,Other,59.8,172.5,20.1,Maintain Weight,9.89,78,Walking
29,Female,64.7,169.5,22.5,Build Muscles,18.67,164,Power Cleans
55,Male,61.9,181.0,18.9,Build Muscles,26.17,180,Power Cleans
58,Male,61.6,186.7,17.7,Gain Weight,22.69,154,Deadlifts
48,Other,75.0,173.7,24.9,Build Muscles,16.83,142,Chin-ups
18,Female,63.8,171.8,21.6,Maintain Weight,9.83,76,Light Weight Training
59,Male,64.6,167.4,23.1,Maintain Weight,9.46,54,Light Weight Training
33,Female,60.3,157.2,24.4,Maintain Weight,4.31,22,Low-Impact Aerobics
19,Male,63.2,174.7,20.7,Maintain Weight,12.61,78,Stretching
24,Male,62.1,186.1,17.9,Gain Weight,8.57,48,Overhead Press
55,Female,59.4,157.0,24.1,Build Muscles,22.98,209,Weighted Pull-ups
27,Female,56.0,167.6,20.0,Build Muscles,18.16,162,Shoulder Press
38,Female,58.0,164.2,21.5,Build Muscles,20.93,189,Weighted Pull-ups
45,Female,56.3,169.7,19.6,Maintain Weight,3.97,20,Low-Impact Aerobics
37,Other,68.3,173.9,22.6,Build Muscles,24.29,219,Weighted Pull-ups
49,Other,54.4,163.7,20.3,Build Muscles,15.7,138,Weighted Pull-ups
36,Male,73.8,184.7,21.6,Maintain Weight,7.78,39,Yoga
36,Male,49.9,167.6,17.8,Gain Weight,3.61,14,Deadlifts
20,Male,66.9,177.0,21.4,Build Muscles,31.68,220,Chin-ups
47,Male,69.5,170.4,24.0,Maintain Weight,7.23,36,Yoga
24,Male,64.9,182.7,19.4,Maintain Weight,3.6,10,Planks
58,Female,59.8,160.9,23.1,Maintain Weight,3.59,15,Low-Impact Aerobics
20,Female,62.9,165.7,22.9,Maintain Weight,7.5,53,Core Workouts
52,Female,56.6,159.1,22.4,Maintain Weight,5.38,34,Core Workouts
38,Female,68.1,165.8,24.8,Build Muscles,14.89,125,Chin-ups
35,Other,59.0,172.6,19.8,Build Muscles,18.06,160,Shoulder Press
24,Male,63.8,179.5,19.8,Build Muscles,32.23,225,Chest Dips
45,Female,56.8,162.7,21.4,Maintain Weight,5.89,39,Low-Impact Aerobics
53,Female,63.1,172.5,21.2,Maintain Weight,4.31,21,Stretching
41,Female,73.2,173.6,24.3,Maintain Weight,5.56,30,Rowing
39,Female,64.5,162.4,24.5,Maintain Weight,9.06,68,Elliptical
51,Other,72.5,173.1,24.2,Maintain Weight,13.04,105,Light Weight Training
58,Other,60.3,160.8,23.4,Build Muscles,14.81,127,Power Cleans
39,Female,57.7,160.1,22.5,Build Muscles,20.22,182,Lunges
25,Male,58.2,166.0,21.1,Maintain Weight,8.44,48,Low-Impact Aerobics
59,Other,61.0,171.2,20.8,Build Muscles,21.03,189,Weighted Pull-ups
45,Other,58.4,165.1,21.4,Build Muscles,16.84,148,Push Press
21,Male,67.9,180.2,20.9,Build Muscles,23.71,160,Deadlifts
57,Female,56.2,155.3,23.3,Build Muscles,25.37,234,Lunges
42,Male,66.1,176.9,21.1,Build Muscles,23.78,161,Barbell Rows
41,Male,61.3,170.4,21.1,Build Muscles,32.41,227,Leg Press
28,Other,54.8,162.6,20.7,Maintain Weight,13.52,116,Balance Exercises
37,Female,63.6,163.3,23.9,Maintain Weight,2.23,0,Walking
22,Female,67.7,166.1,24.5,Build Muscles,23.27,209,Power Cleans
52,Other,49.7,155.1,20.7,Build Muscles,15.24,135,Cable Machine Exercises
21,Other,52.5,174.4,17.3,Gain Weight,16.94,151,Hammer Curls
19,Male,51.6,175.6,16.7,Gain Weight,9.27,56,Bicep Curls
51,Male,49.3,180.8,15.1,Gain Weight,17.59,119,Shrugs
60,Male,72.4,172.7,24.3,Maintain Weight,13.87,85,Elliptical
36,Other,62.0,166.6,22.4,Build Muscles,23.27,211,Dumbbell Snatches
49,Male,66.6,167.6,23.7,Build Muscles,22.73,153,Bench Press
47,Female,60.2,173.3,20.0,Maintain Weight,8.71,66,Swimming
30,Female,48.5,153.7,20.6,Maintain Weight,8.5,68,Bodyweight Exercises
20,Male,60.2,160.5,23.4,Build Muscles,32.64,229,Shoulder Press
24,Male,72.3,170.9,24.8,Build Muscles,24.26,163,Chest Dips
30,Female,57.7,165.9,21.0,Maintain Weight,6.42,44,Low-Impact Aerobics
45,Male,70.7,170.0,24.5,Build Muscles,21.41,142,Weighted Pull-ups
55,Other,68.8,171.9,23.3,Maintain Weight,5.91,35,Pilates
46,Female,54.1,173.5,18.0,Gain Weight,17.59,157,Shrugs
53,Female,63.3,168.8,22.2,Build Muscles,16.52,143,Shoulder Press
40,Male,61.2,165.0,22.5,Build Muscles,25.08,172,Lunges
23,Other,54.1,150.5,23.9,Build Muscles,23.19,213,Chin-ups
21,Other,57.6,157.1,23.3,Maintain Weight,2.92,9,Bodyweight Exercises
23,Male,70.8,175.1,23.1,Build Muscles,29.68,204,Dumbbell Snatches
50,Other,62.2,168.3,21.9,Maintain Weight,2.28,1,Yoga
24,Female,53.9,160.3,21.0,Build Muscles,21.09,192,Barbell Rows
53,Male,58.0,164.9,21.3,Maintain Weight,2.43,3,Rowing
33,Other,58.7,163.9,21.8,Build Muscles,18.15,161,Lunges
21,Other,57.6,167.4,20.6,Maintain Weight,9.32,73,Light Weight Training
29,Other,61.2,162.3,23.2,Maintain Weight,3.24,11,Pilates
44,Other,47.1,168.4,16.6,Gain Weight,11.75,101,Lateral Raises
45,Female,57.9,167.9,20.5,Maintain Weight,5.13,31,Bodyweight Exercises
53,Other,63.3,171.1,21.6,Build Muscles,20.91,187,Bench Press
24,Other,72.0,170.4,24.8,Maintain Weight,10.32,78,Cycling
51,Male,58.0,170.5,20.0,Maintain Weight,10.03,60,Bodyweight Exercises
53,Other,56.4,167.4,20.1,Build Muscles,20.07,181,Cable Machine Exercises
58,Male,49.9,164.0,18.6,Build Muscles,33.21,236,Shoulder Press
44,Other,51.4,171.8,17.4,Gain Weight,13.5,117,Dumbbell Rows
22,Female,59.5,159.2,23.5,Maintain Weight,8.38,63,Balance Exercises
58,Other,71.4,174.8,23.4,Build Muscles,21.3,188,Dumbbell Snatches
31,Male,70.8,180.4,21.8,Maintain Weight,12.48,75,Balance Exercises
19,Male,61.5,172.4,20.7,Build Muscles,27.35,189,Lunges
50,Male,67.5,183.1,20.2,Maintain Weight,15.03,95,Pilates
46,Male,68.5,174.3,22.5,Build Muscles,32.53,226,Kettlebell Swings
31,Female,65.4,163.1,24.6,Maintain Weight,14.09,118,Bodyweight Exercises
51,Female,59.4,166.7,21.4,Build Muscles,20.18,181,Kettlebell Swings
27,Female,69.1,172.3,23.3,Maintain Weight,7.42,50,Hiking
58,Female,50.6,165.0,18.6,Build Muscles,24.57,228,Cable Machine Exercises
27,Male,72.7,172.0,24.6,Build Muscles,34.14,237,Shoulder Press
26,Female,65.8,168.2,23.2,Maintain Weight,7.2,49,Rowing
56,Female,67.9,170.1,23.5,Build Muscles,18.48,161,Power Cleans
20,Male,67.1,167.1,24.0,Build Muscles,20.88,139,Dumbbell Snatches
38,Other,61.7,173.2,20.5,Maintain Weight,6.36,42,Balance Exercises
49,Female,68.3,171.5,23.2,Maintain Weight,10.19,78,Stretching
43,Male,62.9,184.8,18.4,Gain Weight,5.4,24,Bicep Curls
22,Other,54.5,153.8,23.0,Maintain Weight,7.11,52,Core Workouts
47,Male,57.5,181.5,17.5,Gain Weight,8.15,46,Push-ups
43,Other,62.8,163.6,23.5,Build Muscles,15.5,133,Chest Dips
29,Male,77.5,180.2,23.9,Build Muscles,29.11,198,Cable Machine Exercises
37,Male,73.0,188.4,20.6,Maintain Weight,17.49,112,Balance Exercises
56,Other,51.1,159.4,20.1,Maintain Weight,11.09,93,Hiking
26,Other,53.0,168.3,18.7,Build Muscles,15.55,137,Chest Dips
52,Female,57.6,168.2,20.4,Maintain Weight,4.02,20,Swimming
25,Male,66.4,176.0,21.4,Maintain Weight,3.26,7,Low-Impact Aerobics
15,Male,57.3,167.3,20.5,Build Muscles,20.54,139,Power Cleans
39,Female,62.1,164.7,22.9,Build Muscles,16.68,145,Dumbbell Snatches
44,Other,68.4,170.4,23.6,Maintain Weight,11.5,91,Rowing
33,Male,62.7,160.6,24.3,Maintain Weight,5.53,25,Stretching
25,Female,67.0,173.4,22.3,Build Muscles,17.15,148,Leg Press
29,Female,61.0,163.1,22.9,Build Muscles,20.84,187,Weighted Pull-ups
30,Other,58.1,152.7,24.9,Maintain Weight,6.03,40,Stretching
38,Male,64.2,188.5,18.1,Gain Weight,33.98,238,Dips
15,Female,57.1,164.5,21.1,Build Muscles,24.8,228,Cable Machine Exercises
28,Other,47.6,152.0,20.6,Maintain Weight,5.16,35,Bodyweight Exercises
29,Male,60.4,187.2,17.2,Gain Weight,23.31,159,Pull-ups
37,Other,50.3,165.6,18.3,Gain Weight,16.26,145,Tricep Extensions
38,Female,63.8,173.3,21.2,Build Muscles,15.13,129,Chest Dips
30,Female,46.4,154.9,19.4,Maintain Weight,12.63,110,Elliptical
52,Male,49.3,167.2,17.6,Gain Weight,24.53,171,Overhead Press
38,Male,73.4,172.1,24.8,Maintain Weight,16.3,103,Rowing
39,Other,51.3,165.2,18.8,Maintain Weight,3.89,21,Low-Impact Aerobics
42,Male,70.5,183.6,20.9,Maintain Weight,7.93,41,Balance Exercises
17,Female,56.8,153.3,24.2,Maintain Weight,10.89,89,Walking
54,Other,59.5,169.8,20.6,Build Muscles,25.68,236,Chin-ups
31,Male,61.8,189.6,17.2,Gain Weight,9.36,54,Dips
45,Other,59.9,167.7,21.3,Maintain Weight,10.4,83,Hiking
30,Female,62.0,171.3,21.1,Build Muscles,22.27,201,Lunges
37,Male,68.1,168.3,24.0,Maintain Weight,11.72,70,Cycling
59,Other,67.7,174.0,22.3,Maintain Weight,9.47,71,Elliptical
40,Male,62.8,185.7,18.2,Gain Weight,27.4,189,Bench Press
17,Female,61.4,163.6,22.9,Build Muscles,18.75,166,Kettlebell Swings
53,Male,67.1,181.9,20.3,Build Muscles,25.68,175,Power Cleans
45,Female,70.2,169.8,24.3,Build Muscles,25.66,232,Power Cleans
24,Other,65.3,170.1,22.6,Build Muscles,16.48,142,Deadlifts
60,Male,64.2,161.7,24.6,Build Muscles,19.85,132,Power Cleans
38,Other,52.7,155.6,21.8,Build Muscles,20.25,184,Chin-ups
46,Male,64.2,168.4,22.6,Maintain Weight,9.98,58,Pilates
47,Male,64.2,176.3,20.7,Maintain Weight,14.52,92,Balance Exercises
31,Male,58.1,189.8,16.1,Gain Weight,8.84,51,Bicep Curls
60,Other,49.2,158.4,19.6,Build Muscles,15.22,135,Deadlifts
24,Female,64.2,168.5,22.6,Build Muscles,24.25,220,Chest Dips
24,Other,57.1,164.3,21.2,Build Muscles,19.8,178,Dumbbell Snatches
22,Female,64.5,161.6,24.7,Maintain Weight,7.86,56,Rowing
33,Male,46.8,187.1,13.4,Gain Weight,12.44,81,Squats
18,Other,53.0,171.9,18.0,Gain Weight,13.06,112,Dumbbell Rows
20,Male,83.0,188.7,23.3,Build Muscles,28.37,191,Kettlebell Swings
42,Male,66.1,185.5,19.2,Build Muscles,24.05,163,Kettlebell Swings
40,Male,65.1,175.0,21.2,Build Muscles,27.21,187,Deadlifts
25,Other,66.6,171.5,22.6,Maintain Weight,5.73,34,Hiking
27,Male,71.5,178.8,22.4,Build Muscles,20.37,134,Leg Press
40,Other,57.1,169.1,20.0,Maintain Weight,4.5,25,Cycling
57,Male,45.0,164.3,16.7,Gain Weight,32.11,229,Bicep Curls
25,Male,64.8,181.4,19.7,Build Muscles,31.87,222,Push Press
38,Female,48.0,165.9,17.4,Gain Weight,12.78,111,Squats
39,Male,51.5,162.7,19.5,Build Muscles,25.8,180,Barbell Rows
58,Other,64.3,164.5,23.8,Maintain Weight,7.05,48,Hiking
25,Female,56.2,174.6,18.5,Gain Weight,23.47,215,Dumbbell Rows
27,Male,71.8,174.7,23.5,Build Muscles,30.91,213,Shoulder Press
38,Male,72.5,177.1,23.1,Maintain Weight,7.61,38,Walking
34,Female,65.4,162.3,24.8,Maintain Weight,7.39,51,Walking
54,Male,58.7,171.6,19.9,Build Muscles,23.39,160,Lunges
41,Male,53.7,172.6,18.0,Gain Weight,33.75,239,Shrugs
21,Other,56.0,172.4,18.8,Maintain Weight,6.36,44,Low-Impact Aerobics
29,Male,73.7,188.4,20.8,Maintain Weight,6.71,31,Yoga
36,Other,61.0,156.9,24.8,Build Muscles,20.63,185,Shoulder Press
18,Male,63.0,165.7,22.9,Maintain Weight,12.87,80,Balance Exercises
16,Other,46.7,156.7,19.0,Maintain Weight,4.33,27,Yoga
27,Male,61.2,181.2,18.6,Build Muscles,18.94,126,Dumbbell Snatches
42,Male,81.8,181.7,24.8,Build Muscles,33.93,233,Lunges
29,Female,54.3,152.4,23.4,Maintain Weight,5.3,34,Bodyweight Exercises
53,Other,61.9,169.7,21.5,Maintain Weight,3.77,16,Elliptical
24,Other,56.6,168.8,19.9,Build Muscles,19.48,175,Chest Dips
26,Male,64.0,167.4,22.8,Build Muscles,30.64,213,Power Cleans
24,Female,54.8,168.0,19.4,Build Muscles,17.52,156,Lunges
49,Male,52.6,185.9,15.2,Gain Weight,25.31,176,Squats
42,Other,69.7,172.0,23.6,Maintain Weight,5.34,29,Stretching
59,Male,65.7,175.4,21.4,Build Muscles,30.97,215,Push Press
49,Male,60.7,160.6,23.5,Build Muscles,20.66,139,Deadlifts
28,Other,70.2,169.7,24.4,Maintain Weight,10.36,79,Pilates
26,Other,69.1,167.0,24.8,Maintain Weight,10.92,85,Walking
28,Female,59.3,167.8,21.1,Maintain Weight,4.48,24,Low-Impact Aerobics
26,Other,59.3,161.9,22.6,Build Muscles,24.68,226,Squats
52,Male,57.4,169.6,20.0,Maintain Weight,11.21,69,Stretching
23,Other,59.6,169.0,20.9,Maintain Weight,7.69,56,Balance Exercises
42,Other,58.8,164.7,21.7,Maintain Weight,10.26,82,Balance Exercises
55,Female,69.6,168.6,24.5,Maintain Weight,3.14,7,Stretching
29,Male,59.6,184.6,17.5,Gain Weight,16.89,111,Hammer Curls
56,Other,67.1,168.5,23.6,Maintain Weight,7.25,49,Walking
43,Other,65.2,167.0,23.4,Build Muscles,23.48,212,Dumbbell Snatches
40,Male,64.9,165.2,23.8,Build Muscles,25.07,171,Weighted Pull-ups
35,Other,50.5,152.0,21.8,Build Muscles,19.47,177,Bench Press
24,Male,86.9,188.3,24.5,Build Muscles,29.57,199,Lunges
25,Male,65.7,169.2,23.0,Maintain Weight,10.97,65,Planks
17,Male,59.5,155.7,24.6,Maintain Weight,6.88,36,Swimming
21,Female,46.7,159.1,18.5,Gain Weight,7.84,62,Shrugs
15,Male,47.1,168.8,16.5,Gain Weight,28.05,198,Lateral Raises
19,Male,67.4,181.4,20.5,Maintain Weight,6.63,32,Elliptical
35,Female,54.0,156.7,22.0,Maintain Weight,5.29,34,Rowing
33,Female,47.1,168.9,16.5,Gain Weight,22.55,209,Shrugs
54,Male,70.3,171.0,24.0,Build Muscles,23.26,156,Chin-ups
27,Female,65.1,166.1,23.6,Build Muscles,20.08,178,Barbell Rows
60,Female,52.4,164.2,19.4,Maintain Weight,2.03,2,Planks
60,Female,46.4,166.0,16.8,Gain Weight,9.62,80,Lateral Raises
32,Male,63.5,165.6,23.1,Maintain Weight,9.82,57,Light Weight Training
58,Female,56.5,152.5,24.3,Build Muscles,14.38,124,Shoulder Press
43,Male,50.4,172.5,16.9,Gain Weight,21.9,151,Lateral Raises
23,Female,66.8,171.7,22.6,Maintain Weight,8.14,58,Rowing
37,Male,70.3,184.9,20.6,Maintain Weight,4.33,14,Balance Exercises
50,Other,60.3,163.6,22.5,Maintain Weight,8.11,60,Planks
20,Female,63.9,166.3,23.1,Build Muscles,20.24,180,Kettlebell Swings
33,Male,72.4,187.2,20.7,Maintain Weight,17.2,110,Core Workouts
49,Male,68.7,174.6,22.5,Build Muscles,28.67,197,Cable Machine Exercises
47,Other,58.7,160.8,22.7,Maintain Weight,3.25,12,Core Workouts
37,Male,78.9,181.6,23.9,Build Muscles,34.36,237,Chin-ups
48,Female,65.8,169.3,22.9,Maintain Weight,2.7,4,Cycling
55,Female,48.7,152.5,21.0,Maintain Weight,11.41,97,Stretching
15,Other,53.8,154.7,22.5,Maintain Weight,10.58,87,Core Workouts
54,Male,73.6,175.3,23.9,Maintain Weight,9.64,53,Pilates
37,Other,45.7,150.7,20.1,Build Muscles,19.6,180,Push Press
58,Male,62.8,180.9,19.2,Build Muscles,31.0,216,Chest Dips
35,Female,58.6,159.5,23.0,Build Muscles,16.05,140,Squats
51,Other,56.6,166.2,20.5,Maintain Weight,10.78,88,Balance Exercises
44,Female,64.5,164.9,23.7,Maintain Weight,13.76,115,Stretching
46,Female,63.0,165.4,23.0,Maintain Weight,12.8,106,Rowing
36,Female,48.4,164.9,17.8,Gain Weight,10.79,91,Bent-Over Rows
39,Male,66.5,163.7,24.8,Build Muscles,22.46,151,Chest Dips
55,Other,57.5,173.4,19.1,Maintain Weight,6.51,45,Stretching
38,Male,57.8,168.8,20.3,Build Muscles,24.29,167,Barbell Rows
18,Male,76.9,177.6,24.4,Maintain Weight,7.09,33,Walking
53,Other,65.7,166.3,23.8,Build Muscles,21.4,191,Lunges
20,Male,65.6,181.4,19.9,Build Muscles,32.43,226,Shoulder Press
50,Other,64.9,171.6,22.0,Build Muscles,15.07,128,Chest Dips
59,Female,60.2,158.9,23.8,Maintain Weight,5.21,31,Pilates
23,Female,63.1,163.5,23.6,Maintain Weight,7.21,50,Walking
51,Female,56.1,155.2,23.3,Build Muscles,17.96,160,Deadlifts
42,Male,65.7,163.5,24.6,Build Muscles,30.17,209,Shoulder Press
51,Male,59.2,185.2,17.3,Gain Weight,18.87,126,Bench Press
19,Female,60.9,165.7,22.2,Build Muscles,22.03,199,Deadlifts
40,Other,62.2,166.1,22.5,Build Muscles,17.08,149,Cable Machine Exercises
51,Female,53.7,151.2,23.5,Build Muscles,16.88,150,Shoulder Press
32,Male,56.9,178.1,17.9,Gain Weight,4.92,22,Dips
43,Male,69.2,167.2,24.8,Build Muscles,31.09,215,Weighted Pull-ups
28,Male,72.3,181.3,22.0,Build Muscles,28.26,193,Dumbbell Snatches
15,Other,62.3,163.6,23.3,Build Muscles,22.48,203,Power Cleans
57,Other,56.2,157.7,22.6,Build Muscles,18.77,168,Deadlifts
19,Male,67.7,179.6,21.0,Build Muscles,27.97,192,Lunges
17,Male,57.3,153.4,24.3,Maintain Weight,10.54,64,Elliptical
27,Male,62.3,178.0,19.7,Build Muscles,26.45,182,Dumbbell Snatches
59,Female,57.0,173.7,18.9,Build Muscles,22.1,201,Leg Press
22,Male,56.3,181.0,17.2,Gain Weight,25.97,180,Bench Press
42,Male,53.2,160.7,20.6,Build Muscles,24.4,169,Weighted Pull-ups
57,Female,54.7,166.0,19.8,Build Muscles,21.81,199,Push Press
45,Male,53.5,176.1,17.2,Gain Weight,4.67,21,Lateral Raises
51,Female,53.2,163.5,19.9,Maintain Weight,9.76,79,Walking
31,Male,58.2,173.9,19.2,Maintain Weight,16.17,106,Elliptical
23,Male,66.8,170.4,23.0,Build Muscles,34.34,240,Chin-ups
41,Female,68.5,171.0,23.4,Maintain Weight,13.3,109,Bodyweight Exercises
55,Male,64.2,170.1,22.2,Maintain Weight,17.58,115,Core Workouts
25,Male,71.2,181.6,21.6,Build Muscles,18.63,121,Chin-ups
59,Other,67.0,164.4,24.8,Build Muscles,16.05,137,Leg Press
26,Other,56.9,152.1,24.6,Build Muscles,19.09,171,Bench Press
55,Female,48.8,174.6,16.0,Gain Weight,11.91,102,Push-ups
22,Male,46.8,189.7,13.0,Gain Weight,15.24,102,Pull-ups
15,Male,56.1,155.1,23.3,Build Muscles,19.16,129,Shoulder Press
17,Male,51.9,155.2,21.5,Maintain Weight,7.42,42,Swimming
35,Male,65.9,164.4,24.4,Maintain Weight,11.77,71,Balance Exercises
18,Other,68.2,173.9,22.6,Build Muscles,25.29,229,Power Cleans
52,Other,54.6,173.0,18.3,Gain Weight,15.81,139,Chest Flyes
30,Female,56.8,168.7,19.9,Build Muscles,23.79,218,Chin-ups
52,Female,58.2,168.9,20.4,Maintain Weight,8.74,67,Low-Impact Aerobics
57,Male,58.8,178.4,18.5,Gain Weight,21.12,143,Dips
28,Female,45.8,170.1,15.8,Gain Weight,18.8,172,Hammer Curls
17,Male,49.1,161.7,18.8,Maintain Weight,5.45,28,Walking
34,Male,45.6,169.4,15.9,Gain Weight,2.0,3,Dumbbell Rows
17,Male,60.1,158.8,23.8,Maintain Weight,7.04,37,Planks
38,Other,52.2,169.7,18.1,Gain Weight,11.83,100,Hammer Curls
26,Female,46.3,157.7,18.6,Maintain Weight,13.22,116,Cycling
31,Female,63.9,168.2,22.6,Maintain Weight,10.04,78,Pilates
21,Male,58.8,164.3,21.8,Maintain Weight,7.53,41,Walking
56,Male,62.0,170.0,21.5,Maintain Weight,15.9,103,Balance Exercises
55,Male,56.0,180.3,17.2,Gain Weight,27.83,194,Lateral Raises
53,Male,57.0,161.1,22.0,Maintain Weight,5.86,29,Balance Exercises
26,Male,61.6,182.2,18.6,Maintain Weight,8.95,51,Cycling
44,Female,54.1,159.8,21.2,Maintain Weight,10.29,84,Swimming
29,Male,62.0,180.1,19.1,Maintain Weight,3.1,7,Swimming
42,Male,59.1,161.3,22.7,Maintain Weight,5.94,29,Planks
44,Male,50.8,177.9,16.1,Gain Weight,2.71,7,Dips
30,Female,56.1,173.6,18.6,Maintain Weight,6.86,49,Cycling
26,Other,56.8,157.2,23.0,Maintain Weight,8.89,69,Planks
18,Male,45.3,184.5,13.3,Gain Weight,23.98,168,Pull-ups
31,Male,56.6,181.6,17.2,Gain Weight,13.05,83,Shrugs
29,Other,58.5,166.8,21.0,Maintain Weight,11.25,92,Pilates
48,Female,49.0,154.6,20.5,Maintain Weight,5.01,33,Planks
55,Female,45.5,166.0,16.5,Gain Weight,2.09,5,Bench Press
26,Other,63.2,165.9,23.0,Maintain Weight,6.51,43,Planks
44,Female,63.4,160.4,24.7,Maintain Weight,8.32,61,Light Weight Training
29,Male,71.0,176.9,22.7,Maintain Weight,12.48,75,Stretching
45,Female,56.5,167.6,20.1,Maintain Weight,2.98,10,Pilates
27,Male,45.7,172.9,15.3,Gain Weight,20.27,140,Squats
24,Other,62.4,170.0,21.6,Maintain Weight,7.19,50,Hiking
50,Female,65.2,171.9,22.1,Maintain Weight,6.78,45,Bodyweight Exercises
53,Male,60.9,167.9,21.6,Maintain Weight,14.8,95,Balance Exercises
41,Male,58.0,184.7,17.0,Gain Weight,14.16,91,Bicep Curls
21,Other,49.2,172.9,16.5,Gain Weight,2.42,7,Shrugs
33,Male,61.5,182.7,18.4,Gain Weight,4.69,19,Chest Flyes
19,Other,45.7,151.0,20.1,Maintain Weight,7.8,62,Light Weight Training
46,Male,60.0,164.1,22.3,Maintain Weight,14.37,92,Bodyweight Exercises
24,Other,57.5,160.7,22.3,Maintain Weight,11.11,91,Hiking
32,Other,61.6,167.2,22.0,Maintain Weight,8.16,60,Stretching
40,Male,57.4,178.2,18.1,Gain Weight,25.07,173,Bent-Over Rows
51,Male,47.8,178.2,15.1,Gain Weight,17.27,117,Overhead Press
51,Female,63.7,171.2,21.7,Maintain Weight,7.33,51,Hiking
49,Other,56.7,153.8,24.0,Maintain Weight,5.09,31,Elliptical
35,Male,73.0,173.6,24.2,Maintain Weight,3.49,7,Elliptical
25,Male,59.6,180.1,18.4,Gain Weight,25.29,174,Dumbbell Rows
32,Other,52.1,159.7,20.4,Maintain Weight,9.92,81,Hiking
34,Other,68.5,173.6,22.7,Maintain Weight,11.8,94,Hiking
56,Male,54.3,179.4,16.9,Gain Weight,12.17,77,Tricep Extensions
19,Other,59.1,166.8,21.2,Maintain Weight,3.37,13,Walking
43,Male,59.6,162.4,22.6,Maintain Weight,10.35,62,Walking
60,Other,69.2,168.5,24.3,Maintain Weight,4.02,16,Yoga
27,Male,62.1,182.4,18.6,Maintain Weight,7.11,37,Rowing
23,Female,56.4,162.7,21.3,Maintain Weight,8.37,64,Yoga
45,Male,46.5,160.4,18.1,Gain Weight,21.76,151,Dips
35,Female,62.5,160.6,24.2,Maintain Weight,5.39,32,Rowing
49,Female,64.0,164.7,23.6,Maintain Weight,4.14,19,Hiking
17,Male,52.6,151.3,23.0,Maintain Weight,3.31,11,Pilates
21,Male,58.1,183.5,17.3,Gain Weight,5.37,25,Push-ups
35,Other,58.1,159.9,22.7,Maintain Weight,5.03,30,Swimming
20,Other,64.4,165.2,23.6,Maintain Weight,13.35,111,Rowing
52,Male,48.8,176.9,15.6,Gain Weight,32.51,231,Tricep Extensions
33,Female,63.0,169.0,22.0,Maintain Weight,14.2,120,Rowing
60,Male,64.8,166.3,23.4,Maintain Weight,4.93,20,Light Weight Training
29,Female,45.4,167.9,16.1,Gain Weight,13.99,124,Squats
27,Female,57.1,174.1,18.8,Maintain Weight,5.0,30,Rowing
58,Other,52.4,171.6,17.8,Gain Weight,17.03,152,Bicep Curls
44,Male,80.3,182.4,24.1,Maintain Weight,4.41,12,Hiking
49,Male,61.6,173.7,20.4,Maintain Weight,11.62,71,Stretching
31,Male,48.5,178.1,15.3,Gain Weight,33.17,236,Squats
38,Other,51.4,167.8,18.3,Gain Weight,11.5,97,Squats
47,Female,63.5,165.0,23.3,Maintain Weight,5.02,28,Core Workouts
22,Male,47.1,176.9,15.1,Gain Weight,18.98,130,Pull-ups
36,Male,51.5,189.7,14.3,Gain Weight,20.87,143,Bent-Over Rows
39,Other,48.6,158.8,19.3,Maintain Weight,12.6,109,Balance Exercises
18,Female,53.7,153.6,22.8,Maintain Weight,9.58,77,Light Weight Training
60,Female,54.4,166.8,19.5,Maintain Weight,8.5,66,Pilates
18,Male,67.4,169.3,23.5,Maintain Weight,3.29,7,Yoga
59,Male,65.0,183.8,19.2,Maintain Weight,15.47,99,Yoga
25,Male,58.3,189.6,16.2,Gain Weight,5.51,26,Push-ups
26,Other,54.3,151.7,23.6,Maintain Weight,13.6,117,Bodyweight Exercises
46,Male,85.1,185.1,24.8,Maintain Weight,11.11,61,Balance Exercises
46,Other,64.7,164.3,24.0,Maintain Weight,7.46,52,Low-Impact Aerobics
41,Other,45.7,156.8,18.6,Maintain Weight,5.9,43,Yoga
21,Other,64.5,169.8,22.4,Maintain Weight,6.66,44,Planks
38,Male,58.6,180.1,18.1,Gain Weight,10.98,67,Deadlifts
33,Male,51.2,168.8,18.0,Gain Weight,24.72,172,Overhead Press
21,Male,46.1,177.4,14.7,Gain Weight,2.15,4,Deadlifts
49,Male,56.7,177.9,17.9,Gain Weight,27.45,191,Lateral Raises
26,Male,51.9,175.0,16.9,Gain Weight,32.08,227,Hammer Curls
49,Male,45.5,171.2,15.5,Gain Weight,10.26,65,Squats
50,Female,48.1,164.1,17.9,Gain Weight,16.58,149,Bicep Curls
